City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Discription
525,Emerald,AU,2022-07-28 19:57:37,-23.5333,148.1667,46.62,71,0,10.38,clear sky
526,Sadat,IN,2022-07-28 19:57:38,25.6833,83.2833,89.42,58,100,1.39,overcast clouds
527,Manono,CD,2022-07-28 19:57:38,-7.3,27.4167,78.73,32,39,3.89,scattered clouds
528,Uruzgan,AF,2022-07-28 19:57:39,32.8333,66.0,83.3,43,85,7.02,overcast clouds
529,Basoko,CD,2022-07-28 19:57:39,1.2391,23.616,72.14,92,100,2.59,moderate rain
530,Saint-Leu,RE,2022-07-28 19:57:40,-21.15,55.2833,68.32,75,77,2.73,broken clouds
531,Kalmunai,LK,2022-07-28 19:57:40,7.4167,81.8167,79.02,83,100,3.74,moderate rain
532,Najran,SA,2022-07-28 19:57:41,17.4924,44.1277,90.25,35,13,4.81,few clouds
533,Atikokan,CA,2022-07-28 19:57:42,48.7555,-91.6216,65.05,60,77,11.86,broken clouds
534,West Plains,US,2022-07-28 19:56:02,36.7281,-91.8524,87.22,77,99,1.99,overcast clouds
535,Kajiado,KE,2022-07-28 19:57:43,-1.8524,36.7768,58.03,86,84,13.06,broken clouds
536,Manpur,IN,2022-07-28 19:57:43,22.4333,75.6167,75.6,86,100,5.46,light rain
537,Jhalawar,IN,2022-07-28 19:57:44,24.6,76.15,79.81,81,100,7.56,overcast clouds
538,Nioro,GM,2022-07-28 19:57:44,13.35,-15.75,80.83,75,55,11.07,broken clouds
539,Hobbs,US,2022-07-28 19:57:45,32.7026,-103.136,96.82,21,40,11.5,scattered clouds
